t_min,HI,stage
0.0,0.0,H
1.0,0.0010617870017365799,H
2.0,0.006161228549955654,H
3.0,0.006430327963127486,H
4.0,0.006476981599054834,H
5.0,0.005277934493717541,H
6.0,0.006765547643756243,H
7.0,0.008931875639718834,H
8.0,0.0016418726121881543,H
9.0,0.014601069715555613,H
10.0,0.005595916311035206,H
11.0,0.005380093073999824,H
12.0,0.006605936327474411,H
13.0,0.009962700457560997,H
14.0,0.008689837220033214,H
15.0,0.012633074458217715,H
16.0,0.008288722338324953,H
17.0,0.008484658095410325,H
18.0,0.01172650631891272,H
19.0,0.012992465532631118,H
20.0,0.011851384631987615,H
21.0,0.007437829941538644,H
22.0,0.007804899126378461,H
23.0,0.011837987592625063,H
24.0,0.011891789324591142,H
25.0,0.0153148686129368,H
26.0,0.00878640787241284,H
27.0,0.011827496219034143,H
28.0,0.010562892466139676,H
29.0,0.013430843259450608,H
30.0,0.01526231710314383,H
31.0,0.016497811608516592,H
32.0,0.014824270664857092,H
33.0,0.02062806238451965,D
34.0,0.006210422788449898,D
35.0,0.007498741608839386,D
36.0,0.006161854918924476,D
37.0,0.012439170720758421,D
38.0,0.01539187623014707,D
39.0,0.007090352820256411,D
40.0,0.016865582301156343,D
41.0,0.015016735674186786,D
42.0,0.009001272379782873,D
43.0,0.00680188107011592,D
44.0,0.010444309559764298,D
45.0,0.009915288037287827,D
46.0,0.00630489932834751,D
47.0,0.008725651712715563,D
48.0,0.008477205279644656,D
49.0,0.012288318971468077,D
50.0,0.009084111163527458,D
51.0,0.001839145870423326,D
52.0,0.005458231929616037,D
53.0,0.005215207715502006,D
54.0,0.00252486491856275,D
55.0,0.01264501072051155,D
56.0,0.009356553300055647,D
57.0,0.004314495451156663,D
58.0,0.022013314023673333,D
59.0,0.0226270997681777,D
60.0,0.037605329692538554,D
61.0,0.03788394178939041,D
62.0,0.037658104208095435,D
63.0,0.03170236139305437,D
64.0,0.04659358255797109,D
65.0,0.039154207603981535,D
66.0,0.0553529417603832,D
67.0,0.051206819509060406,D
68.0,0.0474234044395615,D
69.0,0.05250928936919122,D
70.0,0.06012187368513697,D
71.0,0.03938357194181329,D
72.0,0.05415904255924138,D
73.0,0.048462475645639054,D
74.0,0.04791126968368038,D
75.0,0.04406130224288381,D
76.0,0.05447994093420509,D
77.0,0.061420132998450304,D
78.0,0.058294611345775495,D
79.0,0.05925734726753497,D
80.0,0.08145458025076278,D
81.0,0.10535931058142092,D
82.0,0.06052342519281808,D
83.0,0.06539372361638605,D
84.0,0.05454314951747928,D
85.0,0.06270738959653001,D
86.0,0.056735568848344714,D
87.0,0.0778768034465192,D
88.0,0.07502076814921813,D
89.0,0.09475793683435073,D
90.0,0.09477596979465622,D
91.0,0.09659990761491782,D
92.0,0.12074651208562062,D
93.0,0.128820910161637,D
94.0,0.115743114428692,D
95.0,0.11070877862937473,D
96.0,0.1189590452510248,D
97.0,0.11548389923964142,D
98.0,0.10463566013146068,D
99.0,0.13573235716131757,D
100.0,0.1078823976676103,D
101.0,0.12045498480091438,D
102.0,0.20417898190139283,D
103.0,0.17281620442008147,D
104.0,0.1912279403904337,D
105.0,0.12628350239805614,D
106.0,0.19384002231590822,D
107.0,0.14200570485057953,D
108.0,0.19164789071367905,D
109.0,0.2745016031681013,D
110.0,0.22197839560475122,D
111.0,0.21280169937663665,D
112.0,0.2498868248218081,D
113.0,0.19051336387457982,D
114.0,0.1973910911135904,D
115.0,0.2017674077105934,D
116.0,0.23245897813001537,D
117.0,0.2083499264352095,D
118.0,0.24103062327239352,D
119.0,0.28224995757363114,D
120.0,0.21476142551117858,D
121.0,0.23390690001980186,D
122.0,0.32454881173459865,D
123.0,0.23629595969420789,D
124.0,0.2746328174536767,D
125.0,0.24554780381015445,D
126.0,0.2713633566234241,D
127.0,0.2630194594433856,D
128.0,0.2955209180210525,D
129.0,0.2713898186932875,D
130.0,0.2523112434191073,D
131.0,0.3631919370772227,D
132.0,0.3233252707311159,D
133.0,0.32641835226811383,D
134.0,0.3546972487498919,D
135.0,0.36087792852318173,D
136.0,0.35729861606913876,D
137.0,0.3387302012958512,D
138.0,0.4196989324418747,D
139.0,0.460073640437886,D
140.0,0.4317175808269665,D
141.0,0.3425087062118192,D
142.0,0.4246123415404154,D
143.0,0.40090298936022245,D
144.0,0.4446094695220148,D
145.0,0.49216777784383614,D
146.0,0.4756367925678506,D
147.0,0.5041058307592741,D
148.0,0.6208874633960365,D
149.0,0.7539559273110517,D
150.0,0.9675020969412189,F
151.0,1.0,F
152.0,0.9491559997905508,F
153.0,0.9489288620117754,F
154.0,0.8921289057188725,F
155.0,0.9092457294138108,F
156.0,0.9342036933930156,F
157.0,0.9563435332417112,F
