t_min,HI,stage
0.0,0.01319267970165679,H
1.0,0.016003814559614166,H
2.0,0.014756112373988443,H
3.0,0.013329285048853818,H
4.0,0.01305387413672465,H
5.0,0.009323889028344984,H
6.0,0.010588612767338438,H
7.0,0.014109218550168518,H
8.0,0.01342206880166516,H
9.0,0.012874815955692634,H
10.0,0.008256586696598572,H
11.0,0.009795612475491117,H
12.0,0.013498762366619068,H
13.0,0.012935972260310099,H
14.0,0.013293289697977613,H
15.0,0.01510335345245149,H
16.0,0.016585210523966144,H
17.0,0.01191178857392023,H
18.0,0.011726106883439205,H
19.0,0.014069776236707998,H
20.0,0.019055870799529365,D
21.0,0.015824392169103488,D
22.0,0.013379830424622957,D
23.0,0.013761606653569111,D
24.0,0.013275100706605215,D
25.0,0.011554800042006923,D
26.0,0.01684525157852788,D
27.0,0.014597284939724951,D
28.0,0.016594097868937535,D
29.0,0.014740494909504654,D
30.0,0.011195736717259446,D
31.0,0.012990750953878265,D
32.0,0.010207548048405663,D
33.0,0.013839629687954689,D
34.0,0.012027157017165453,D
35.0,0.009142501723591726,D
36.0,0.012768043141610206,D
37.0,0.010626498578636389,D
38.0,0.009681244973965754,D
39.0,0.010754465224632363,D
40.0,0.008939704763415319,D
41.0,0.008930277894301808,D
42.0,0.014322306822072667,D
43.0,0.008976955501757517,D
44.0,0.009121590392350538,D
45.0,0.010632736101764987,D
46.0,0.008195052262229644,D
47.0,0.008496570646004096,D
48.0,0.008575207306408211,D
49.0,0.00971889105880287,D
50.0,0.007147172995660756,D
51.0,0.005558457744068192,D
52.0,0.009702711581398047,D
53.0,0.01008952954720245,D
54.0,0.010816069439225076,D
55.0,0.010657029447756953,D
56.0,0.008854441646416012,D
57.0,0.0072320099636255485,D
58.0,0.013855945287899196,D
59.0,0.008944523527453048,D
60.0,0.009621017668356597,D
61.0,0.010703181033504088,D
62.0,0.005507387323215026,D
63.0,0.00935904885145943,D
64.0,0.009227358653797826,D
65.0,0.005817820835049134,D
66.0,0.009012508612570327,D
67.0,0.015350651431556896,D
68.0,0.010332153960713984,D
69.0,0.010362458127208141,D
70.0,0.008982075639419142,D
71.0,0.01239269237043511,D
72.0,0.008231186140830826,D
73.0,0.009148748238866905,D
74.0,0.008454185181687026,D
75.0,0.011324512420326492,D
76.0,0.00972280077054095,D
77.0,0.009208250411368097,D
78.0,0.006537443560467948,D
79.0,0.007982893833862859,D
80.0,0.008676014553709314,D
81.0,0.009287099867692501,D
82.0,0.010220228931084215,D
83.0,0.00777280132205433,D
84.0,0.007439566916144317,D
85.0,0.007957934049257709,D
86.0,0.008256333452011868,D
87.0,0.007615080767786662,D
88.0,0.007271967882820236,D
89.0,0.01191982415924359,D
90.0,0.008706768852168343,D
91.0,0.00662894876185104,D
92.0,0.008760806336805716,D
93.0,0.014698558651542444,D
94.0,0.007331236893986399,D
95.0,0.010189431149054861,D
96.0,0.009870930271836071,D
97.0,0.009500051371573661,D
98.0,0.007211651523103739,D
99.0,0.0043557583272326485,D
100.0,0.012331030883882698,D
101.0,0.01170430571153239,D
102.0,0.012742660360359613,D
103.0,0.010618243011988963,D
104.0,0.012692090646834237,D
105.0,0.008690676142765466,D
106.0,0.010587334774893277,D
107.0,0.006406050008672362,D
108.0,0.011576914132630043,D
109.0,0.012853413414212459,D
110.0,0.010996688816047392,D
111.0,0.008886368239512596,D
112.0,0.009003558301527341,D
113.0,0.009755678337825617,D
114.0,0.0075257514374054675,D
115.0,0.011755303954653927,D
116.0,0.007685884140157321,D
117.0,0.008901829333487954,D
118.0,0.008440641460891614,D
119.0,0.003974448751638756,D
120.0,0.006147199765425323,D
121.0,0.005927351670601923,D
122.0,0.009019460715942597,D
123.0,0.00662591852588989,D
124.0,0.0070878576960806535,D
125.0,0.010344421663916645,D
126.0,0.006140669284477022,D
127.0,0.003609677270971962,D
128.0,0.007930067329984483,D
129.0,0.004524014109813739,D
130.0,0.005663189951615065,D
131.0,0.0051101053057165885,D
132.0,0.009661302940721365,D
133.0,0.014732704808912618,D
134.0,0.012688026431013188,D
135.0,0.006072126132790302,D
136.0,0.00961642688617942,D
137.0,0.008510895009432726,D
138.0,0.0093612735040306,D
139.0,0.010387965854736742,D
140.0,0.011269534578784436,D
141.0,0.009333164782558365,D
142.0,0.007183794409612791,D
143.0,0.011008499058087307,D
144.0,0.009494304943536796,D
145.0,0.009615012240423916,D
146.0,0.00937911671959946,D
147.0,0.011859531581212822,D
148.0,0.006994180840866176,D
149.0,0.008725339392221844,D
150.0,0.00890391197393684,D
151.0,0.012563893715674318,D
152.0,0.010190404993002207,D
153.0,0.00918005589473899,D
154.0,0.009514300409228169,D
155.0,0.01248402145573683,D
156.0,0.007348786716263112,D
157.0,0.009698582501887102,D
158.0,0.016467368950710232,D
159.0,0.01475029131677893,D
160.0,0.009775172304563236,D
161.0,0.012573988128839753,D
162.0,0.008780599061689754,D
163.0,0.01133405637565558,D
164.0,0.01263158054949108,D
165.0,0.009397525730652945,D
166.0,0.010624238766520746,D
167.0,0.016138702325771657,D
168.0,0.015692555465414332,D
169.0,0.009267097707445203,D
170.0,0.008824725955885309,D
171.0,0.011166433848620535,D
172.0,0.008341070834047936,D
173.0,0.0099866857940247,D
174.0,0.011576836189884601,D
175.0,0.013337070192721736,D
176.0,0.007774080499925612,D
177.0,0.01153459593872383,D
178.0,0.008618560179338194,D
179.0,0.011693647168947208,D
180.0,0.008725100065155431,D
181.0,0.007758107825333811,D
182.0,0.008080877854996721,D
183.0,0.005088993019663559,D
184.0,0.012158809167930605,D
185.0,0.01127097694837033,D
186.0,0.011042218076548578,D
187.0,0.011318666641070382,D
188.0,0.007736816401256443,D
189.0,0.010418632392240916,D
190.0,0.00917837173697107,D
191.0,0.005962460238483985,D
192.0,0.006752101501914324,D
193.0,0.008700814135861695,D
194.0,0.010354705299989622,D
195.0,0.00848715530311361,D
196.0,0.007836147464948527,D
197.0,0.010970453280849082,D
198.0,0.00630207963451619,D
199.0,0.008783260536689406,D
200.0,0.008586483059101148,D
201.0,0.007035297105150749,D
202.0,0.007011169565013699,D
203.0,0.009627625832806554,D
204.0,0.0061438720787010135,D
205.0,0.0053410162131832,D
206.0,0.004503990597342896,D
207.0,0.006475833363171646,D
208.0,0.005760756102778554,D
209.0,0.006292551916846597,D
210.0,0.005331195431621034,D
211.0,0.007545421515895083,D
212.0,0.003290317198076121,D
213.0,0.002457918617522582,D
214.0,0.004622538398681119,D
215.0,0.004679647263964913,D
216.0,0.003764469196584742,D
217.0,0.0,D
218.0,0.004704445678951626,D
219.0,0.008838951598966789,D
220.0,0.009449760792626454,D
221.0,0.009023446588240867,D
222.0,0.005882812256332964,D
223.0,0.008013745401774413,D
224.0,0.007430539557473918,D
225.0,0.008931915058115327,D
226.0,0.00794540514972798,D
227.0,0.010671108918832106,D
228.0,0.010179180707223486,D
229.0,0.0059623304584942435,D
230.0,0.007746535226560844,D
231.0,0.006582501557365278,D
232.0,0.006231021060629608,D
233.0,0.008099449394101026,D
234.0,0.008539298448085344,D
235.0,0.00370852356880904,D
236.0,0.007021536031671515,D
237.0,0.008854914329182938,D
238.0,0.007421749703985289,D
239.0,0.008170006979502334,D
240.0,0.006589050261096522,D
241.0,0.002623564540650088,D
242.0,0.0052855279897709995,D
243.0,0.007667391890120638,D
244.0,0.008382272470054124,D
245.0,0.0035983058664737664,D
246.0,0.009139222906215877,D
247.0,0.002162657772212187,D
248.0,0.008356670231076972,D
249.0,0.0080466106000508,D
250.0,0.00576980683024748,D
251.0,0.009954664955370762,D
252.0,0.005825380977335159,D
253.0,0.008310752032511344,D
254.0,0.008239762731194105,D
255.0,0.006188630578614622,D
256.0,0.006472880362846983,D
257.0,0.00628708368282633,D
258.0,0.009520097360222452,D
259.0,0.010670922469573194,D
260.0,0.010243425319180703,D
261.0,0.010765618676770722,D
262.0,0.010583057993244141,D
263.0,0.0056323571335212905,D
264.0,0.0072292517402439745,D
265.0,0.0092899055960791,D
266.0,0.005237947422496752,D
267.0,0.0094293623746657,D
268.0,0.007641071750352232,D
269.0,0.007612799894396804,D
270.0,0.0037672624432903722,D
271.0,0.007433561072822514,D
272.0,0.007535646834372946,D
273.0,0.0113021656866043,D
274.0,0.010464668914293351,D
275.0,0.01246704878195772,D
276.0,0.012333607605184642,D
277.0,0.011839582873250286,D
278.0,0.008845034775490342,D
279.0,0.011383420462026707,D
280.0,0.011075091590108147,D
281.0,0.012768587802160062,D
282.0,0.012569948279999653,D
283.0,0.008237117879326617,D
284.0,0.008329408374337263,D
285.0,0.011315221216598541,D
286.0,0.010183246533988713,D
287.0,0.009255182408953766,D
288.0,0.009143529959142666,D
289.0,0.010494476482676075,D
290.0,0.00802427701993574,D
291.0,0.009959780125775461,D
292.0,0.010444526668310972,D
293.0,0.00856130554673513,D
294.0,0.008675697636197115,D
295.0,0.014228135183187572,D
296.0,0.008607827215234487,D
297.0,0.00576862020285312,D
298.0,0.008006499180285155,D
299.0,0.008841720974118174,D
300.0,0.011508353973086511,D
301.0,0.006577680852215446,D
302.0,0.0071771581604771,D
303.0,0.00517164516495316,D
304.0,0.012200204549113683,D
305.0,0.007995628603904993,D
306.0,0.007865253268085473,D
307.0,0.011514648185368877,D
308.0,0.010431228008530392,D
309.0,0.009991006368313135,D
310.0,0.01213875108554507,D
311.0,0.006702215158100328,D
312.0,0.008051987165575702,D
313.0,0.012199776069954387,D
314.0,0.005218021036442466,D
315.0,0.007633063339497682,D
316.0,0.0038072952089970445,D
317.0,0.00509191484964985,D
318.0,0.005998546525377484,D
319.0,0.007009112583185062,D
320.0,0.008463805002911984,D
321.0,0.008440962243891887,D
322.0,0.00989134794847244,D
323.0,0.008928224661454891,D
324.0,0.014979109492196168,D
325.0,0.008502081873042687,D
326.0,0.010463933048229738,D
327.0,0.006692930621836188,D
328.0,0.008383543515692439,D
329.0,0.005905091170744884,D
330.0,0.0062725295491731815,D
331.0,0.010882172796183694,D
332.0,0.016076104651109552,D
333.0,0.009092414827267678,D
334.0,0.007514543613651094,D
335.0,0.005201877258943602,D
336.0,0.01099204690791538,D
337.0,0.006878847850677793,D
338.0,0.006620274397324056,D
339.0,0.009889735623558611,D
340.0,0.005382853485084831,D
341.0,0.007579815866703707,D
342.0,0.009950211108823334,D
343.0,0.010135819829972465,D
344.0,0.009538315786353715,D
345.0,0.0089173422659172,D
346.0,0.007955024506244775,D
347.0,0.0069754673900732376,D
348.0,0.011538459438625625,D
349.0,0.010164619995711064,D
350.0,0.007694067892541802,D
351.0,0.008357494254626053,D
352.0,0.01283047250545955,D
353.0,0.013857936854059309,D
354.0,0.015270635973738667,D
355.0,0.01247558661129306,D
356.0,0.009403305724736888,D
357.0,0.009667794901703813,D
358.0,0.009789122757546105,D
359.0,0.010597787369015274,D
360.0,0.008158141987608985,D
361.0,0.011472142786642032,D
362.0,0.014116357850962345,D
363.0,0.010758865735142575,D
364.0,0.008536888997391308,D
365.0,0.008614111438065928,D
366.0,0.010600260894979856,D
367.0,0.009428104878712196,D
368.0,0.012010988427897716,D
369.0,0.00708165512246707,D
370.0,0.013995515032344757,D
371.0,0.009009527496607217,D
372.0,0.013415364340962419,D
373.0,0.011118108058592993,D
374.0,0.012265538579304909,D
375.0,0.006838452525051624,D
376.0,0.009264529334290771,D
377.0,0.009655355872177808,D
378.0,0.00981699161939582,D
379.0,0.008598287040209538,D
380.0,0.007700205631260681,D
381.0,0.011206221504712052,D
382.0,0.010351424062370409,D
383.0,0.014733050321131105,D
384.0,0.009299163838551974,D
385.0,0.011453193593325766,D
386.0,0.010335588754922936,D
387.0,0.013663627277405851,D
388.0,0.010057898652173066,D
389.0,0.00984221223310521,D
390.0,0.013675427844206771,D
391.0,0.007703478532528758,D
392.0,0.01290778370808101,D
393.0,0.008595821280123246,D
