t_min,HI,stage
0.0,0.008290747515264624,H
1.0,0.004607517182737935,H
2.0,0.006041350243983931,H
3.0,0.0029313757951343277,H
4.0,0.0034856413467329976,H
5.0,0.0018395824110729313,H
6.0,0.0049005528835799825,H
7.0,0.00913130821030125,H
8.0,0.009405766374823247,H
9.0,0.005828044994766952,H
10.0,0.00428912806836896,H
11.0,0.006983320286837875,H
12.0,0.005213957129264652,H
13.0,0.012678079847451718,H
14.0,0.0027637799915882803,H
15.0,0.008498998294002556,H
16.0,0.004977344204206705,H
17.0,0.0,H
18.0,0.00472883390869609,H
19.0,0.0058356605722604885,H
20.0,0.0015078300693275812,H
21.0,0.0052802974058206225,H
22.0,0.004297235515273651,H
23.0,0.0015573640099938249,H
24.0,0.0035685458524155477,H
25.0,0.005424356857703942,H
26.0,0.004700951793826927,H
27.0,0.0016132029139697224,H
28.0,0.0033338773007558237,H
29.0,0.004957489130935823,H
30.0,0.004945090774228345,H
31.0,0.0023968555819697877,H
32.0,0.004338309547441767,H
33.0,0.008662119021786412,H
34.0,0.007605226970244071,H
35.0,0.0036719203168626324,H
36.0,0.003227918584733814,H
37.0,0.00835128061854239,H
38.0,0.002003766610244174,H
39.0,0.002993451482771553,H
40.0,0.013219578239927194,H
41.0,0.0072234137799393775,H
42.0,0.008169778948160275,H
43.0,0.005810017792324371,H
44.0,0.002645149699890436,H
45.0,0.0020544732475831877,H
46.0,0.021276214489037673,D
47.0,0.048115057548163934,D
48.0,0.0670676823569506,D
49.0,0.06551499254570893,D
50.0,0.07828856387373583,D
51.0,0.12772377183312694,D
52.0,0.10979743334077983,D
53.0,0.18845125801057921,D
54.0,0.14380268028895127,D
55.0,0.11156086251498379,D
56.0,0.14168159266527147,D
57.0,0.14771261280592476,D
58.0,0.21496370484905591,D
59.0,0.21728014168444004,D
60.0,0.11183082440314969,D
61.0,0.1716205125427073,D
62.0,0.15301217907478665,D
63.0,0.2466513429339166,D
64.0,0.17718119223873635,D
65.0,0.16323628932524628,D
66.0,0.17170552242197254,D
67.0,0.16438940201241112,D
68.0,0.1745253955267658,D
69.0,0.17863143730724668,D
70.0,0.2013670969775195,D
71.0,0.1743794708378427,D
72.0,0.2040364574530811,D
73.0,0.21551303477123168,D
74.0,0.18037499672935,D
75.0,0.18047711938753394,D
76.0,0.2230604029129301,D
77.0,0.21726941304341107,D
78.0,0.23156695464734695,D
79.0,0.21536272230625525,D
80.0,0.21702436960489233,D
81.0,0.21475551363486867,D
82.0,0.2202093371817441,D
83.0,0.22493876148764444,D
84.0,0.2892940985103316,D
85.0,0.33744650807251003,D
86.0,0.3393724639011878,D
87.0,0.3856872180429048,D
88.0,0.34393127919677857,D
89.0,0.3759965204575,D
90.0,0.347847558403987,D
91.0,0.399436128905325,D
92.0,0.3761865585056238,D
93.0,0.36122450793929567,D
94.0,0.3811740268793184,D
95.0,0.3876273578066254,D
96.0,0.3794097918267753,D
97.0,0.39047620747049666,D
98.0,0.40925975981508084,D
99.0,0.4103396061903898,D
100.0,0.4040971984159453,D
101.0,0.3751599564098648,D
102.0,0.3976045197184002,D
103.0,0.39078469063806337,D
104.0,0.3869455160416011,D
105.0,0.38795525824262383,D
106.0,0.3801151816565987,D
107.0,0.3990599982776768,D
108.0,0.35041895707619347,D
109.0,0.36105444389965824,D
110.0,0.3547982427247798,D
111.0,0.3722350139230938,D
112.0,0.4409410567958494,D
113.0,0.4085446900510076,D
114.0,0.4112736178268269,D
115.0,0.39792678360126477,D
116.0,0.4918992949068186,D
117.0,0.39355800119156487,D
118.0,0.40506188320701186,D
119.0,0.44635879551296387,D
120.0,0.43030463214187675,D
121.0,0.3877162222904909,D
122.0,0.4226367618808027,D
123.0,0.4077556266170898,D
124.0,0.4222506226191387,D
125.0,0.4448307969472741,D
126.0,0.4190552695964579,D
127.0,0.47099092871908943,D
128.0,0.3890272398954089,D
129.0,0.4389947111203236,D
130.0,0.43907895262375807,D
131.0,0.4809844132626016,D
132.0,0.45660361394428756,D
133.0,0.44943292735803925,D
134.0,0.4670288702672592,D
135.0,0.45818878421852854,D
136.0,0.4678586517806955,D
137.0,0.48172720939471336,D
138.0,0.49202141549531003,D
139.0,0.44371427183226053,D
140.0,0.4908183195733753,D
141.0,0.4801878781703867,D
142.0,0.4558844010338574,D
143.0,0.5076710721969078,D
144.0,0.4522460147080813,D
145.0,0.47395717190083864,D
146.0,0.4167926504553638,D
147.0,0.4657366742635959,D
148.0,0.45491257480755326,D
149.0,0.4091393129260617,D
150.0,0.5768838280043745,D
151.0,0.442316290972208,D
152.0,0.4681062554284407,D
153.0,0.5506953636544744,D
154.0,0.5217393309938468,D
155.0,0.5034442929423882,D
156.0,0.508010639517353,D
157.0,0.5126342403490111,D
158.0,0.5764070740051809,D
159.0,0.507590616547232,D
160.0,1.0,F
